"GSM3433436"	"GSM3433437"	"GSM3433438"	"GSM3433439"
"ZNF16"	58.73518	52.64483	19.48298	51.7106
"CHGA"	4.925694	0.4855568	-2.323963	28.99062
"TP53I13"	2744.129	2536.964	1771.253	2552.494
"N4BP1"	28.61202	27.55115	37.472	75.36042
"HPRT1"	460.1786	700.1362	602.1205	473.537
"GLDC"	27.75239	46.00937	15.37465	45.54712
"EBI3"	54.31031	96.36497	33.10276	59.26633
"MLN"	18.75751	19.86289	3.432685	26.02265
"LOC151121"	37.04586	30.28341	22.19742	89.09738
"TUBB"	943.1247	969.8964	251.7438	361.4733
"SPAG6"	-3.844674	-2.003448	-1.351103	18.19464
"RNMT"	470.2997	349.3083	961.5262	1085.906
"CHST11"	48.24578	53.89972	35.48823	64.80099
"RHOBTB2"	30.89734	43.36116	15.46551	81.74258
"DUX4"	14.80233	24.07244	16.66454	58.25775
"LOC283392"	0.9587724	9.101891	-2.441763	23.71601
"C3orf25"	10.75253	15.26448	13.59215	54.4377
"NDFIP2"	2580.046	3298.286	5867.87	5650.163
"NCBP1"	915.4011	1077.617	1212.27	1529.179
"BLK"	10.56943	6.964361	-5.086881	20.04178
"PICALM"	105.1738	122.7722	446.3569	611.9043
"VDP"	967.4823	687.8251	4176.117	4523.979
"C13orf24"	50.35622	12.77372	259.9154	319.2155
"HMGB1"	41.48458	54.19184	719.1703	969.1071
"PTPRE"	123.5261	136.0798	141.4028	192.2037
"PRKCE"	147.9212	259.7332	173.2924	210.4088
"ANXA4"	485.7597	715.5639	1749.446	2738.173
"TOMM34"	7008.617	5369.813	3896.573	3983.784
"RASAL1"	18.76138	30.43989	8.874715	32.48697
"TBXAS1"	307.9584	309.0637	149.7809	224.8366
"FPR1"	703.8971	695.9581	316.2814	195.1014
"NOVA2"	241.2155	181.4567	163.9195	313.6597
"FLJ11331"	15.80062	8.596897	2.109659	23.56837
"ZNF79"	243.4987	315.497	141.4368	245.91
"NDUFA8"	8434.35	9325.256	5950.761	6260.327
"BFAR"	2152.908	2490.001	1646.881	1724.518
"ZNF586"	421.4532	455.5784	232.5167	348.9028
"PCDHB9"	13.05254	12.04276	0.7850701	45.37081
"PGBD1"	186.4973	334.8042	250.1121	345.2458
"SYT3"	123.2767	118.7062	71.65305	100.3974
"TTC21A"	75.17022	43.73696	43.27193	96.08777
"C10orf13"	54.91058	25.44164	60.30972	92.90472
"ALDH16A1"	1300.74	1295.443	620.9122	700.7373
"RAB35"	1488.104	1024.65	743.3662	939.0717
"NME7"	955.479	1843.962	1962.948	2215.587
"C16orf28"	576.8944	484.6346	378.8605	368.5927
"DEFB32"	8.22978	9.927586	5.692006	43.83326
"C16orf58"	4673.879	2667.631	2882.355	3909.706
"TBCD"	684.1796	528.983	268.6565	304.6919
"C7orf20"	66.84274	70.38401	14.42408	49.41088
"AHI1"	119.8513	57.02235	543.8029	529.5858
"HKR1"	275.897	251.8149	189.4831	223.9547
"PROSC"	2482.298	2563.509	2198.427	1896.372
"TMEM125"	41.00301	30.46846	18.80673	62.90395
"C14orf4"	105.2928	103.6589	70.92413	146.3483
"S100P"	6.699122	11.65787	2.542894	33.15704
"CATSPER2"	158.7307	181.5214	153.6645	176.0663
"IQSEC2"	87.38542	67.92937	63.56716	108.4958
"DHX32"	1900.306	1748.947	1729.495	2723.235
"MAGEF1"	152.87	186.8922	154.7742	216.008
"KIAA0523"	139.1366	84.08488	84.25185	99.03642
"SNF1LK"	98.10046	303.4221	93.06046	249.523
"OR10K2"	0.3464845	2.126094	2.840217	38.87946
"OR2M3"	-4.283131	2.135172	6.223639	16.50402
"DOCK2"	92.1982	81.41165	91.26105	157.3356
"NEK7"	35.57037	32.32253	96.17426	161.1716
"SYNPO2"	39.43311	42.95432	30.10781	65.64639
"PBX3"	900.04	789.5306	1282.705	1643.261
"CHCHD1"	691.9208	1659.747	659.4376	635.0079
"COMMD7"	7587.007	8889.777	4067.634	4549.822
"STXBP2"	2576.761	2362.94	1147.561	1446.271
"SHPRH"	27.99068	16.22057	240.5623	306.2702
"PRKG1"	43.97563	53.2994	32.97956	59.64727
"ABR"	31.22647	34.05118	14.76341	57.75276
"APOA1"	3639.223	5448.015	2192.531	1688.033
"C12orf57"	6648.25	7019.573	3052.003	3613.99
"CT45-5"	-7.112246	4.720177	2.999684	16.00914
"STK16"	84.27647	50.27327	21.68555	51.34887
"CFDP1"	653.6324	522.5516	603.265	751.6615
"CCS"	547.2945	670.8051	278.7474	325.7303
"ARHGEF9"	81.11917	89.57746	34.20433	85.72748
"NUCB2"	816.5598	942.2167	2830.975	3054.386
"GRP"	34.92831	25.61807	34.44347	50.87489
"ADORA1"	44.36654	36.71966	22.20676	58.98756
"OXT"	76.33971	136.0523	57.46083	78.21699
"CHI3L1"	38.77399	67.45497	4.79945	29.81159
"LSM3"	3795.078	3089.106	3057.577	2715.527
"NFATC4"	102.9912	72.94495	40.96646	97.37537
"PFKFB1"	4.368621	6.635059	-4.985157	18.524
"TRPM4"	1047.005	722.4703	623.6523	957.4463
"TUSC3"	3082.598	2975.591	2915.387	3201.611
"SKP1A"	-5.461195	2.212759	-6.462688	21.46342
"FREQ"	1924.933	1152.881	842.0613	1285.084
"KRT16"	12.11761	15.31425	2.11937	23.56892
"HRASLS5"	2.047866	9.501297	-2.814291	33.70991
"NYREN18"	937.5972	1015.495	613.2803	599.7192
"KIAA0703"	25.73443	16.41519	15.35592	43.59107
"ZNF443"	10.8758	3.702539	-1.516695	35.78404
"CD209"	5.140643	17.79651	-1.569192	37.76265
"TRIAD3"	1452.248	926.1895	1096.829	1159.897
"BID"	1405.873	1689.008	1225.387	831.6083
"LILRA4"	29.72965	43.42012	15.01996	71.13536
"PNLIP"	12.18719	22.1442	-0.824269	44.56333
"CHCHD3"	749.6817	815.1106	820.8852	728.6968
"PFN1"	9850.825	5720.793	4630.516	5974.67
"ZNF710"	30.84609	23.42417	8.808105	46.28175
"GSS"	786.9434	768.1186	296.0694	322.3398
"MYL4"	42.74758	47.70337	37.35446	56.36028
"OPTN"	2971.973	3367.292	6043.643	6563.082
"TRAPPC3"	4945.836	5466.552	3070.013	3857.617
"SPRY1"	3388.383	715.3452	3071.055	1351.841
"FCRL6"	327.1423	305.2999	266.0814	402.7589
"IRAK1"	5722.801	4842.143	2565.269	4413.637
"GAST"	6.360695	0.9480391	4.658619	39.86577
"SPANXB1"	233.6035	159.7374	226.947	214.9028
"GZMB"	66.02332	61.68765	54.44969	71.9934
"SPINK7"	20.65849	17.42085	5.721415	31.99988
"MDH2"	8774.896	7594.176	4001.653	4272.424
"ZNF562"	701.8295	672.4978	610.0542	777.842
"CRY2"	744.1204	602.876	457.7134	592.9434
"PCDHB8"	39.95177	33.57896	2.574075	43.36357
"FBXW9"	1254.415	1439.807	768.5563	829.4006
"KRTAP3-1"	6.828886	0.1482785	-8.555328	25.44447
"SLC25A31"	39.14565	30.62881	20.26303	80.90732
"GDPD3"	-6.88051	2.035894	-9.245852	19.22708
"VGCNL1"	44.47297	14.81772	16.87934	48.80595
"YME1L1"	489.0211	637.907	1173.257	1179.768
"HINT3"	197.0936	231.1147	206.3467	245.4112
"NME3"	1982.632	2660.19	1037.5	978.993
"GDA"	15.5443	17.6602	6.028032	53.78693
"C14orf118"	66.1132	114.8794	46.42864	69.65906
"WDR51A"	87.2954	105.0063	47.34338	93.55727
"CD8A"	4.106894	12.87663	3.21136	29.16598
"FLJ13848"	110.9302	106.8417	72.91878	122.9577
"H2AFX"	899.4601	1144.256	475.514	415.3647
"NGB"	9.742609	8.872572	1.53181	36.68293
"RNF6"	13.41354	6.47296	11.19014	43.59011
"EYA3"	38.59467	43.34371	11.44317	38.56562
"UNQ5810"	-15.64923	12.83025	-10.46229	32.50673
"TULP4"	356.4753	608.4393	751.4083	1126.661
"FLJ45121"	2.909458	7.125199	0.6520831	35.54696
"MRPL22"	5653.246	5915.218	3235.614	3603.72
"C18orf58"	283.8181	373.961	234.8398	212.1458
"OR2M5"	12.40824	9.09231	11.41045	43.3766
"C2"	941.0984	731.6652	289.4402	287.8614
"C6orf57"	783.0132	656.1595	468.0551	401.1374
"MAGEC1"	6.195193	11.81229	-6.824395	29.49447
"C1orf85"	9527.501	7106.859	5736.365	5392.926
"CCNDBP1"	3506.858	3930.432	3062.47	4116.62
"NUDT1"	1712.175	2556.555	783.8732	833.4653
"TMEM116"	457.174	433.1678	284.6717	323.3995
"CT45-3"	5.606818	5.520485	-2.417644	27.32543
"SLC6A3"	24.57179	12.91345	3.762337	33.88223
"HIP1R"	376.4715	250.5801	211.4355	325.9492
"EEF1D"	1532.205	1928.304	442.0953	520.4139
"MAD2L1BP"	6.565042	7.990386	-0.8179883	28.08192
"CTSL"	156.3173	141.0049	58.84823	85.96992
"HCAP-G"	72.73293	84.32082	304.6328	66.56996
"MSRA"	1042.187	1006.745	615.0685	674.8323
"CNKSR2"	19.89924	21.8135	12.21683	23.98903
"HSD17B4"	2604.111	2036.675	2537.155	2679.87
"FOXC1"	190.8655	222.0782	125.8651	210.3858
"GLB1"	941.8018	968.184	494.4089	519.1478
"ID4"	484.3149	814.2332	2754.661	2482.617
"ALS2CR8"	5.972054	5.642882	13.26252	45.25776
"PRTN3"	18.34158	27.48139	14.9024	62.61895
"LOC284009"	44.03673	48.68109	29.63829	74.09153
"ZNF367"	40.65038	33.82053	21.41616	65.32854
"TRSPAP1"	145.4202	181.1909	73.30966	90.60883
"PCDHGA11"	13.92133	2.26693	-0.3953123	29.13526
"CHMP2B"	1017.913	1203.285	3442.772	4411.596
"TCF21"	257.3755	143.6429	142.1518	110.5019
"KCNRG"	41.13501	44.28373	16.08837	66.76501
"GAL3ST2"	18.55201	10.57004	3.323012	30.15324
"TLR2"	-2.420162	10.75272	11.99295	29.48467
"SNX9"	17.42211	20.29879	-0.4664259	28.41152
"UROD"	11130.04	10018.31	6883.785	7313.822
"KCNJ6"	-4.747649	11.44991	-3.091738	20.98401
"IL11"	15.51919	436.8106	2.947292	633.4464
"MLCK"	13.29684	25.72925	-4.69893	21.09687
"SH3GL2"	121.0874	108.7778	107.4374	79.12356
"MTR"	271.4173	323.1447	767.5087	905.1786
"PHF3"	140.3899	62.93568	661.5386	642.6581
"CD3EAP"	118.1668	133.9784	91.38384	168.4065
"PPP2R5D"	992.0565	926.7353	678.6318	660.4565
"CETN1"	206.6979	126.1484	131.3633	156.2726
"ZNF81"	-11.11145	4.139915	-5.713919	23.0483
"PGA5"	3.181032	22.65791	5.689319	32.8024
"QPCTL"	302.896	346.9508	111.5399	114.6919
"PCDHB4"	21.53499	23.80183	12.92931	68.0292
"MT4"	18.20819	14.43608	-3.059899	28.06417
"POLR3GL"	2315.411	2990.056	2464.51	2346.514
"RNF43"	64.74901	31.64282	29.08493	67.64577
"PMFBP1"	9.732342	5.117718	-0.1781058	28.38065
"C6orf154"	25.47504	38.85636	-4.293132	20.60738
"ZFAND1"	126.2881	149.558	561.0836	526.335
"PHC3"	15.89585	18.34175	17.27784	47.73165
"KDELC2"	681.9847	683.3561	1640.216	1272.307
"OR5P3"	6.150123	12.827	14.79554	46.90649
"LCE1A"	13.13392	9.355568	3.099825	41.98688
"GABRA2"	23.03135	4.351852	-4.206937	32.85669
"PHACTR4"	1581.612	1589.122	2159.587	2496.332
"KLF15"	164.4534	55.61611	58.42169	61.25689
"FLJ12998"	154.1362	129.7508	98.54005	96.91418
"PLA2G4A"	328.9709	374.4739	787.5186	590.887
"JMJD5"	30.42862	25.9399	17.31	32.47971
"ZNF569"	255.1763	188.3542	869.6527	1138.745
"ZGPAT"	992.6765	922.4847	631.9075	670.6777
"RYR2"	16.93219	13.31599	6.743045	38.75792
"THPO"	29.07803	34.1075	23.28364	51.00426
"FBXO44"	-2.389361	8.575311	5.281526	29.99071
"FLJ35934"	32.69831	46.70134	40.69906	69.37426
"FLJ41733"	-0.02071316	3.593692	1.539518	27.14853
"FLJ31568"	595.805	421.4141	263.5744	139.5152
"FLJ12529"	63.77771	66.57832	39.71788	102.6433
"NARG2"	75.14466	182.2	101.0827	131.5859
"TTYH1"	37.62814	39.43843	7.063873	54.6291
"OR2M7"	14.81409	17.69236	3.459254	33.09178
"FUT5"	0.03675844	8.539899	0.8446218	25.98855
"TM4SF19"	7.313087	4.122795	-2.134763	28.57586
"BTBD12"	595.4386	371.8671	436.6147	592.3449
"C6orf204"	75.22871	61.78725	191.7392	195.9663
"CSDC2"	107.9411	328.1584	27.07642	220.2294
"CD3D"	13.64653	6.562266	-1.760082	30.64004
"TSSK4"	-2.760945	6.421747	-6.516371	19.80844
"CTTNBP2"	-4.969122	8.624372	5.091219	18.70321
"KNDC1"	10.21279	6.333755	3.389572	35.79013
"GABRA4"	50.17093	27.32523	21.79929	53.29127
"EDF1"	49.62521	51.59258	28.38547	58.51943
"FLJ90013"	130.772	444.7192	304.0138	933.5171
"MAL2"	414.9757	417.1524	959.2853	501.0543
"SCRN1"	3667.889	2297.941	3517.743	3708.109
"ISG20"	399.8577	327.532	109.9806	157.0299
"KIAA1914"	108.7036	156.2003	105.8397	188.7484
"PAK2"	1028.122	1049.192	1245.245	1315.683
"SP1"	625.8209	504.7869	658.139	792.8174
"PSMD7"	4047.869	4484.733	3262.3	3317.412
"MUTYH"	640.1271	743.9885	325.3539	325.7834
"ERH"	4945.872	3923.339	4893.646	4708.32
"GALR1"	6.488216	7.968036	-11.70469	28.25192
"SPIN"	582.6332	982.7734	532.9862	815.131
"KCNV2"	262.6078	240.1489	204.0865	327.7221
"TM7SF4"	-10.09189	3.136659	-8.213379	28.7896
"RINT-1"	203.9439	292.3641	197.5218	307.4358
"RRAS"	14631.65	13029.93	6745.145	7574.247
"PPP1R13L"	546.8392	1298.565	385.419	902.4945
"GDDR"	51.60175	53.6548	13.54253	36.76243
"LRPPRC"	323.1088	374.3914	610.9129	611.3132
"MAPK11"	57.44689	100.9899	24.11676	51.44437
"CD86"	38.49994	37.38525	16.70913	51.204
"ROCK2"	117.1286	34.63937	662.2717	531.2501
"DTX1"	88.28697	64.0442	18.14545	73.42401
"IFT20"	1677.208	3026.44	803.2164	1186.406
"BIRC2"	102.3849	48.94781	166.2896	206.6654
"SCAP1"	23.97913	48.21114	39.57776	63.08163
"COPG2"	263.3403	267.4276	151.5188	258.8009
"HTR3A"	58.66103	70.44859	48.55375	86.95381
"FCGR1A"	3.528055	11.64085	8.609721	30.50743
"KIAA1377"	11.61001	10.30108	122.7515	115.9747
"ARHGAP24"	255.6358	173.9822	247.4052	245.7131
"HRC"	17.48081	16.995	-0.1201447	26.79775
"MRLC2"	23617.77	16293.91	15567.58	15952.31
"NDN"	6275.181	7028.181	3594.727	3623.126
"GGCX"	415.1357	479.1218	281.0101	438.6199
"GYLTL1B"	29.41719	19.54622	6.038839	47.50112
"TAF11"	37.31988	16.17588	2.557761	36.56706
"HIST1H1T"	23.38426	17.88589	21.18078	46.97097
"MTHFD2"	923.543	1339.037	704.9711	2405.278
"GOLT1A"	2.894569	23.73646	2.14872	15.90735
"MGRN1"	944.3482	869.376	386.2951	432.2472
"ZCCHC10"	13.08876	24.21765	17.49123	53.15147
"PAPOLG"	18.49375	27.40101	49.45702	89.58253
"CWF19L1"	142.2861	122.9849	64.85311	89.728
"JMJD2B"	244.6803	347.5618	147.594	221.2737
"C12orf22"	1203.291	1648.777	1115.533	1731.896
"ABHD8"	2475.284	1737.264	1764.519	1982.897
"C6orf117"	228.2763	975.3698	135.0247	679.9449
"WNT7B"	2.942147	6.819356	0.8078945	39.69136
"POGK"	2114.692	1527.639	1607.782	1598.97
"FAM5B"	864.3279	487.0236	598.8132	103.2367
"CILP2"	1.974591	8.668789	0.04199788	15.43575
"ZCCHC5"	17.30945	27.84633	18.99787	38.29815
"RET"	27.37934	32.88854	14.22398	35.53499
"YTHDC2"	57.3429	36.40647	162.9285	195.7866
"AGXT2L1"	205.7553	287.5901	195.9653	56.04028
"FOLR3"	681.1304	947.8829	429.6388	307.7079
"FLJ12681"	309.0139	280.1348	185.1595	200.7769
"C2orf33"	1124.619	1225.798	1235.877	1202.991
"SEC31L1"	1897.31	1632.683	1218.214	1750.444
"ANXA8"	13343.04	11707.28	10829.6	10417.89
"C14orf10"	301.1782	460.2367	650.0723	573.9392
"HLA-C"	479.1675	522.5728	177.5946	204.6311
"DHTKD1"	200.7718	192.2316	211.9712	219.6979
"PRKD2"	2020.944	1570.545	1475.346	1900.689
"MALT1"	256.6072	151.9528	1094.375	929.9576
"C10orf39"	136.7883	54.2694	225.6551	217.6927
"GGTLA1"	44.36181	46.76654	22.45073	36.16663
"MCART6"	17.74474	23.51113	8.018187	48.65187
"ST5"	263.9151	409.1513	130.8428	277.2556
"TMEM129"	245.9806	249.6506	107.0773	112.6834
"CCDC16"	242.8049	244.0808	203.8004	267.8965
"TRAIP"	58.03519	81.35572	32.0528	60.15333
"GTSE1"	294.522	317.4059	136.9646	131.6002
"C17orf41"	11.69067	12.34293	0.7752816	39.14223
"CRIP3"	42.79772	51.21569	21.59588	79.39612
"CPLX4"	13.5118	26.29543	2.321479	41.77137
"FLJ38973"	33.38052	40.08641	319.287	377.3751
"E4F1"	2516.928	1723.867	1686.819	1943.752
"PALMD"	15.05589	18.3672	2.161666	35.84502
"LIAS"	416.935	494.8106	411.4717	394.6702
"LRRC3"	149.8891	151.9101	120.7363	130.9833
"C6orf27"	43.98229	35.91326	93.49628	174.1413
"SRPX2"	2027.125	1914.756	936.8862	1930.763
"C10orf87"	8.244158	28.55265	11.48515	42.29131
"VPS41"	1008.185	1088.453	1482.592	1516.971
"LEMD2"	1847.196	1374.981	1291.042	1535.578
"SARM1"	2743.532	1406.58	1503.488	614.5351
"LOC196264"	56.06078	43.68884	23.01069	78.12135
"ETFDH"	1094.108	738.334	1577.854	1138.48
"AANAT"	-4.983883	19.29353	4.403678	26.40847
"FANCG"	401.1866	287.0458	213.6691	202.5754
"FOXRED1"	759.5372	1025.006	433.8834	436.2514
"CALCOCO2"	315.6997	297.7066	212.2376	229.7973
"MULK"	728.9533	826.5128	637.2766	715.322
"LOC284751"	9.539816	7.345958	-8.914432	16.88572
"APS"	55.43683	52.21631	24.98102	50.62851
"GRIA3"	97.85979	151.9504	63.47031	103.847
"USP36"	45.48024	42.85846	38.83846	75.7004
"ANGPTL6"	46.41093	54.53118	17.87147	69.69155
"RP9"	2037.704	1848.446	1092.325	1614.434
"TRIO"	106.2944	99.24672	74.87422	114.6866
"HK1"	10562.93	7980.312	7715.022	7667.683
"MLXIP"	55.50159	37.85687	37.09171	65.24812
"PNPO"	5374.538	4518.354	4041.796	3793.56
"SRD5A2"	6.49212	18.61167	3.629031	40.77945
"VAPB"	172.2351	167.9571	94.08243	160.2971
"SORBS3"	274.2341	212.2767	93.16811	92.69004
"ALS2CR12"	46.45125	32.04587	18.99887	65.32642
"C16orf48"	1695.882	1478.893	1070.034	1388.488
"FAM104A"	1945.094	1663.121	1960.929	2156.426
"TMED8"	18.98028	21.81471	12.94715	29.40808
"ASCL1"	18.61452	10.25953	5.54288	40.69526
"SDR-O"	15.3088	18.61983	3.278141	29.7794
"SLD5"	164.4714	155.9586	38.84146	67.91589
"MOGAT2"	20.41997	25.17773	6.277801	27.02714
"SLC26A4"	6.204693	10.99503	-2.918791	26.78524
"RRN3"	791.9785	996.6609	1172.926	1388.553
"CPSF4"	4361.635	2883.212	2458.667	4203.042
"KCTD14"	462.4513	534.39	226.3712	191.2898
"FLJ42117"	23.42671	35.77136	-3.372303	49.29351
"SLC15A3"	2346.322	1736.777	1102.557	683.7924
"PCDHB2"	27.57014	15.83807	0.7782683	33.51536
"ACTL8"	22.50407	27.19464	11.28268	53.88186
"C1orf82"	272.2963	218.0628	797.5886	841.2162
"TRIP10"	409.7595	775.9132	176.7707	373.6444
"MTMR7"	6.587021	2.869806	-2.45364	18.3991
"SLC2A14"	85.60117	36.35295	64.70505	76.45843
"C7orf24"	152.9891	189.8806	264.5067	290.809
"LCE1B"	22.9644	18.57716	11.06214	61.66629
"NOD27"	20.87677	13.66388	16.12448	48.11018
"NSUN4"	741.9758	751.4174	497.5403	638.8802
"MGC11266"	39.36973	28.64625	7.540411	29.35987
"SLC6A13"	39.68512	19.63941	26.36727	60.09733
"FSHPRH1"	26.46576	25.39345	36.44025	47.84669
"GALP"	-0.2243371	-3.651335	-7.343009	27.87918
"CCR1"	19.99107	27.22946	2.428379	35.0169
"FKSG30"	6329.358	2124.74	3243.447	3408.54
"IGJ"	1999.658	1628.954	3180.751	2560.144
"MUM1"	2154.426	1952.789	1698.487	2153.848
"SFI1"	65.2539	53.23494	61.73103	84.17397
"GPRC5A"	1524.816	1767.766	388.6397	531.6005
"FLJ46836"	39.49028	39.54909	18.40673	47.09838
"FLJ35801"	121.1146	105.3244	69.50469	143.678
"KIAA0831"	1176.268	1070.804	1040.204	1150.054
"SLMAP"	867.8426	637.4539	3432.43	4455.606
"MGC70857"	402.5374	406.004	204.918	252.1275
"ZNF265"	931.5024	658.2524	2672.274	3354.026
"OR2T12"	4.687646	7.692675	6.071242	29.36427
"KBTBD7"	179.7428	213.4679	320.7096	339.4711
"CREB3L1"	59.60617	50.5429	23.17983	40.52267
"PGAM5"	44.78422	49.72247	19.15168	50.58878
"OR52E4"	7.289504	13.24666	-0.5549387	40.07203
"MSRB3"	752.8146	985.7839	1661.526	2476.84
"ITM2A"	1439.821	2135.772	2445.997	2158.937
"CHCHD5"	1558.958	1870.486	456.5096	422.581
"ELL"	564.1644	436.5225	427.9831	444.8073
"KRT6L"	44.65298	42.94714	9.256371	63.79578
"UGT3A1"	-4.598979	5.69927	-4.163517	22.38464
"SYBL1"	1529.365	1204.044	5030.991	5161.804
"C15orf44"	162.0423	151.1156	64.73631	96.5603
"GRAMD1A"	3730.415	1640.292	1796.823	1694.074
"DYDC1"	-4.01673	0.7242787	-3.585562	17.12403
"HIST1H3C"	20.07778	25.46185	11.0406	36.50451
"SYT11"	950.3591	636.1727	504.0737	735.1206
"TXNDC14"	5559.03	5147.566	3740.795	4057.731
"KHDRBS2"	12.05395	16.62532	-5.28126	31.59952
"ZBTB17"	775.3718	978.8555	320.7462	375.6792
"STX7"	249.3311	370.8992	539.0638	844.9294
"CYP2A13"	25.66537	34.55333	8.078239	49.44091
"CTSZ"	709.1293	1258.795	351.2878	367.3002
"BACH2"	16.02432	36.77105	25.63506	148.5242
"SNTB1"	110.4265	138.6518	94.21239	329.8837
"CYP26A1"	33.68681	27.45438	2.542182	43.81799
"P2RX4"	810.861	817.0485	295.0406	327.3806
"CXADR"	1323.261	627.7956	4467.525	3528.643
"MAD2L1"	93.87948	204.4646	405.8	254.5216
"ZMYND10"	114.5964	97.03697	59.01875	81.4555
"SCNN1G"	12.71692	21.59032	18.9249	31.86495
"GPM6B"	0.539866	6.994061	4.484751	42.59103
"PMS2"	404.8256	430.5854	316.1548	319.0545
"CLN5"	2353.909	2725.725	1822.034	1688.852
"DCD"	33.084	29.42821	5.681716	33.06626
"CSK"	2035.442	1652.98	1275.536	1486.38
"TSGA2"	65.28152	121.9648	63.54596	80.02576
"CYP20A1"	406.8359	294.5782	332.7681	300.3742
"AMIGO1"	116.9327	92.92802	61.05648	78.13718
"MTMR2"	231.2599	230.0494	286.4484	366.8026
"SOSTDC1"	27.12428	13.42432	31.08395	48.90276
"ODF1"	2.813358	14.45796	8.035002	30.73066
"MLL2"	27.79592	13.0258	-11.40856	23.30094
"SLC22A14"	21.48042	21.56049	28.14896	55.92766
"T1560"	5.274497	4.001013	5.39767	31.70404
"MGC50372"	78.63085	66.24235	71.49586	96.10025
"SLC6A11"	25.23972	21.1028	12.51659	46.68299
"CYP39A1"	129.5905	148.846	157.1294	178.0829
"FAM55D"	2.923866	3.365897	-1.493466	27.54877
"C6orf168"	261.9744	231.7846	236.0435	170.0311
"CCL14"	36.47808	30.06415	11.99276	43.57013
"USP49"	4359.399	2804.12	9260.325	11158.17
"ASCC2"	4775.461	3485.214	2778.26	3825.591
"C14orf45"	163.956	194.9169	495.4726	732.1468
"CBLL1"	91.11653	94.75011	76.96663	109.4805
"DARS"	4588.327	4394.145	6673.949	6153.114
"SPATA1"	11.77439	15.68326	16.54067	30.94122
"LRRC39"	4.717896	20.85226	15.74581	35.44794
"ZFP1"	54.87154	56.63594	202.575	270.3004
"MED19"	1541.064	2107.517	690.3879	1002.821
"SENP5"	179.0228	265.2819	169.6635	236.0965
"SYT6"	27.60724	10.67627	2.962902	53.42504
"LCE1D"	23.30707	23.16407	7.465728	29.65379
"KIF1C"	949.4746	549.9663	835.726	957.5248
"DNALI1"	585.689	408.6961	476.122	585.8242
"KLP1"	1480.672	2229.965	570.3759	823.715
"SYCP2"	-2.195129	-0.4450113	-1.602194	29.534
"B3GNT4"	51.28006	59.98477	26.85668	80.1982
"RAB6IP1"	3040.895	3460.73	2326.339	3253.555
"COBL"	769.4015	625.5667	389.1826	481.0337
"UNQ6411"	15.21671	18.42682	12.92878	39.19917
"RBMXL1"	65.45285	53.3059	169.3053	156.0226
"FDFT1"	4889.083	5379.042	3027.41	2597.055
"CLK4"	55.34375	21.58409	246.4072	326.3513
"FLJ36268"	-5.903714	-0.8729743	-10.31417	25.81063
"TXNDC9"	500.7205	784.3644	2115.856	2620.741
"ATRNL1"	30.24335	22.60423	28.55939	46.45981
"RPESP"	20093.88	13064.38	15316.58	9957.548
"OR2T10"	13.90585	18.04495	23.11217	38.12831
"LIN7A"	15.28224	27.72138	0.1180388	46.43527
"OR52E5"	5.347753	5.298591	-6.253831	33.4707
"PNKP"	2130.973	2541.064	1109.608	1332.023
"HAT1"	260.8658	284.5355	1450.988	1409.981
"LTBP2"	1143.619	1298.27	754.7775	4342.849
"CHPT1"	1185.194	1348.378	661.7461	605.9612
"SFRP2"	1.404866	9.90528	4.751946	24.72875
"CNBD1"	1.481057	9.177942	-0.5791515	31.49825
"FLJ20272"	1153.421	1333.014	1305.643	1231.375
"KIAA0157"	1177.341	1392.071	2291.815	2617.212
"ERGIC2"	301.0347	323.4976	2246.414	2574.824
"PRKCA"	1337.428	1297.424	1383.151	1040.586
"SLC25A10"	777.8325	425.7223	354.6913	241.2224
"TNF"	-3.547649	3.481252	-3.717526	26.34872
"PNN"	409.7789	244.3637	1764.316	1852.462
"MGC15407"	405.0097	656.2126	697.3489	781.8247
"EVC"	601.0371	473.5258	292.8061	298.8608
"LGALS3BP"	10247.79	9614.48	3721.738	4253.555
"GPC3"	266.1424	253.4045	106.9634	151.5056
"DAPP1"	1.397711	-1.541194	3.435139	651.3395
"BHLHB2"	2058.35	3516.706	1728.922	5513.955
"ABCC3"	58.82921	47.62077	48.42924	68.83531
"PEBP4"	38.30011	29.85221	30.97945	55.51628
"EYA4"	7.363989	14.06871	15.30452	39.45885
"NT5C3L"	1397.368	1741.758	561.9594	573.6217
"HISPPD2A"	8.865548	6.703898	-2.894987	21.85521
"ATG12"	105.9446	98.90838	129.18	184.903
"PIN4"	61.51833	151.0486	119.2014	193.0104
"GCSH"	3.84883	21.25081	68.43345	80.70255
"VPRBP"	102.3768	79.29302	34.70179	75.34267
"NUP107"	445.2236	629.4673	1180.56	1241.809
"ARPC4"	4725.061	4621.56	1730.324	2249.466
"UGT1A3"	4.813839	0.4861873	-2.456549	14.26389
"CLEC12A"	-1.39599	6.493647	-2.394038	29.66156
"GLRA1"	20.97218	21.74415	11.44254	41.8521
"MEA1"	3150.524	4897.939	1571.121	1703.52
"FLJ42461"	378.7635	312.3033	235.0036	222.3816
"NEUROD6"	27.05431	24.6342	8.78544	42.10732
"CCL7"	467.5498	876.756	289.3909	405.2623
"VRK1"	191.0545	272.5326	299.625	269.4816
"CA1"	30.95168	14.26653	21.26438	46.79323
"SORBS2"	161.4726	133.1834	395.0538	93.06244
